Sectores de actividad económica agregados	Categoría de residuos (CER-Stat) agregada	Peligrosidad	año	Total
G-U: Servicios	(07.1): Vidrio	No peligrosos	2018	131.348,4
G-U: Servicios	(07.1): Vidrio	No peligrosos	2017	126.519,3
G-U: Servicios	(07.1): Vidrio	No peligrosos	2016	201.040,3
G-U: Servicios	(07.1): Vidrio	No peligrosos	2015	190.471,1
G-U: Servicios	(07.1): Vidrio	Peligrosos	2019	0,2
G-U: Servicios	(07.1): Vidrio	Peligrosos	2018	..
G-U: Servicios	(07.1): Vidrio	Peligrosos	2017	..
G-U: Servicios	(07.1): Vidrio	Peligrosos	2016	279,2
G-U: Servicios	(07.1): Vidrio	Peligrosos	2015	248,9
G-U: Servicios	(07.1): Vidrio	Total	2019	148.017,1
G-U: Servicios	(07.1): Vidrio	Total	2018	131.348,4
G-U: Servicios	(07.1): Vidrio	Total	2017	126.519,3
G-U: Servicios	(07.1): Vidrio	Total	2016	201.319,5
G-U: Servicios	(07.1): Vidrio	Total	2015	190.720,0
G-U: Servicios	(07.2): Papel y Cartón	No peligrosos	2019	1.971.071,0
G-U: Servicios	(07.2): Papel y Cartón	No peligrosos	2018	1.337.714,5
G-U: Servicios	(07.2): Papel y Cartón	No peligrosos	2017	1.322.250,9
G-U: Servicios	(07.2): Papel y Cartón	No peligrosos	2016	1.306.993,4
G-U: Servicios	(07.2): Papel y Cartón	No peligrosos	2015	1.282.028,2
G-U: Servicios	(07.2): Papel y Cartón	Peligrosos	2019	..
G-U: Servicios	(07.2): Papel y Cartón	Peligrosos	2018	..
G-U: Servicios	(07.2): Papel y Cartón	Peligrosos	2017	..
G-U: Servicios	(07.2): Papel y Cartón	Peligrosos	2016	..
G-U: Servicios	(07.2): Papel y Cartón	Peligrosos	2015	..
G-U: Servicios	(07.2): Papel y Cartón	Total	2019	1.971.071,0
G-U: Servicios	(07.2): Papel y Cartón	Total	2018	1.337.714,5
G-U: Servicios	(07.2): Papel y Cartón	Total	2017	1.322.250,9
G-U: Servicios	(07.2): Papel y Cartón	Total	2016	1.306.993,4
G-U: Servicios	(07.2): Papel y Cartón	Total	2015	1.282.028,2
G-U: Servicios	(07.4): Plásticos	No peligrosos	2019	305.976,8
G-U: Servicios	(07.4): Plásticos	No peligrosos	2018	266.408,9
G-U: Servicios	(07.4): Plásticos	No peligrosos	2017	261.543,0
G-U: Servicios	(07.4): Plásticos	No peligrosos	2016	217.333,1
G-U: Servicios	(07.4): Plásticos	No peligrosos	2015	209.600,1
G-U: Servicios	(07.4): Plásticos	Peligrosos	2019	..
G-U: Servicios	(07.4): Plásticos	Peligrosos	2018	..
G-U: Servicios	(07.4): Plásticos	Peligrosos	2017	..
G-U: Servicios	(07.4): Plásticos	Peligrosos	2016	..
G-U: Servicios	(07.4): Plásticos	Peligrosos	2015	..
G-U: Servicios	(07.4): Plásticos	Total	2019	305.976,8
G-U: Servicios	(07.4): Plásticos	Total	2018	266.408,9
G-U: Servicios	(07.4): Plásticos	Total	2017	261.543,0
G-U: Servicios	(07.4): Plásticos	Total	2016	217.333,1
G-U: Servicios	(07.4): Plásticos	Total	2015	209.600,1
G-U: Servicios	(07.5): Madera	No peligrosos	2019	197.696,9
G-U: Servicios	(07.5): Madera	No peligrosos	2018	179.746,0
G-U: Servicios	(07.5): Madera	No peligrosos	2017	177.590,9
G-U: Servicios	(07.5): Madera	No peligrosos	2016	180.729,3
G-U: Servicios	(07.5): Madera	No peligrosos	2015	176.033,1
G-U: Servicios	(07.5): Madera	Peligrosos	2019	55,9
G-U: Servicios	(07.5): Madera	Peligrosos	2018	144,3
G-U: Servicios	(07.5): Madera	Peligrosos	2017	142,4
G-U: Servicios	(07.5): Madera	Peligrosos	2016	721,9
G-U: Servicios	(07.5): Madera	Peligrosos	2015	720,7
G-U: Servicios	(07.5): Madera	Total	2019	197.752,8
G-U: Servicios	(07.5): Madera	Total	2018	179.890,3
G-U: Servicios	(07.5): Madera	Total	2017	177.733,3
G-U: Servicios	(07.5): Madera	Total	2016	181.451,2
G-U: Servicios	(07.5): Madera	Total	2015	176.753,8
G-U: Servicios	(08): Equipos desechados	No peligrosos	2019	101.082,9
G-U: Servicios	(08): Equipos desechados	No peligrosos	2018	159.357,1
G-U: Servicios	(08): Equipos desechados	No peligrosos	2017	138.621,3
G-U: Servicios	(08): Equipos desechados	No peligrosos	2016	150.199,2
G-U: Servicios	(08): Equipos desechados	No peligrosos	2015	97.118,2
G-U: Servicios	(08): Equipos desechados	Peligrosos	2019	1.071.823,8
G-U: Servicios	(08): Equipos desechados	Peligrosos	2018	1.082.600,0
G-U: Servicios	(08): Equipos desechados	Peligrosos	2017	888.279,1
G-U: Servicios	(08): Equipos desechados	Peligrosos	2016	875.773,7
G-U: Servicios	(08): Equipos desechados	Peligrosos	2015	1.004.377,0
G-U: Servicios	(08): Equipos desechados	Total	2019	1.172.906,7
G-U: Servicios	(08): Equipos desechados	Total	2018	1.241.957,1
G-U: Servicios	(08): Equipos desechados	Total	2017	1.026.900,4
G-U: Servicios	(08): Equipos desechados	Total	2016	1.025.972,9
G-U: Servicios	(08): Equipos desechados	Total	2015	1.101.495,2
G-U: Servicios	(09): Animales y vegetales	No peligrosos	2019	660.770,8
G-U: Servicios	(09): Animales y vegetales	No peligrosos	2018	877.820,4
G-U: Servicios	(09): Animales y vegetales	No peligrosos	2017	862.417,7
G-U: Servicios	(09): Animales y vegetales	No peligrosos	2016	1.255.411,6
G-U: Servicios	(09): Animales y vegetales	No peligrosos	2015	1.200.492,8
G-U: Servicios	(09): Animales y vegetales	Peligrosos	2019	..
G-U: Servicios	(09): Animales y vegetales	Peligrosos	2018	..
G-U: Servicios	(09): Animales y vegetales	Peligrosos	2017	..
G-U: Servicios	(09): Animales y vegetales	Peligrosos	2016	..
G-U: Servicios	(09): Animales y vegetales	Peligrosos	2015	..
G-U: Servicios	(09): Animales y vegetales	Total	2019	660.770,8
G-U: Servicios	(09): Animales y vegetales	Total	2018	877.820,4
G-U: Servicios	(09): Animales y vegetales	Total	2017	862.417,7
G-U: Servicios	(09): Animales y vegetales	Total	2016	1.255.411,6
G-U: Servicios	(09): Animales y vegetales	Total	2015	1.200.492,8
G-U: Servicios	(10): Residuos mezclados	No peligrosos	2019	921.560,1
G-U: Servicios	(10): Residuos mezclados	No peligrosos	2018	1.087.899,7
G-U: Servicios	(10): Residuos mezclados	No peligrosos	2017	1.063.629,7
G-U: Servicios	(10): Residuos mezclados	No peligrosos	2016	1.105.651,0
G-U: Servicios	(10): Residuos mezclados	No peligrosos	2015	1.063.435,2
G-U: Servicios	(10): Residuos mezclados	Peligrosos	2019	1.116,9
G-U: Servicios	(10): Residuos mezclados	Peligrosos	2018	1.610,5
G-U: Servicios	(10): Residuos mezclados	Peligrosos	2017	1.581,8
G-U: Servicios	(10): Residuos mezclados	Peligrosos	2016	5.064,4
G-U: Servicios	(10): Residuos mezclados	Peligrosos	2015	4.910,9
G-U: Servicios	(10): Residuos mezclados	Total	2019	922.677,0
G-U: Servicios	(10): Residuos mezclados	Total	2018	1.089.510,2
G-U: Servicios	(10): Residuos mezclados	Total	2017	1.065.211,5
G-U: Servicios	(10): Residuos mezclados	Total	2016	1.110.715,4
G-U: Servicios	(10): Residuos mezclados	Total	2015	1.068.346,1
G-U: Servicios	(11): Lodos comunes	No peligrosos	2019	7.343,5
G-U: Servicios	(11): Lodos comunes	No peligrosos	2018	4.708,1
G-U: Servicios	(11): Lodos comunes	No peligrosos	2017	4.608,3
G-U: Servicios	(11): Lodos comunes	No peligrosos	2016	7.823,6
G-U: Servicios	(11): Lodos comunes	No peligrosos	2015	7.663,9
G-U: Servicios	(11): Lodos comunes	Peligrosos	2019	..
G-U: Servicios	(11): Lodos comunes	Peligrosos	2018	..
G-U: Servicios	(11): Lodos comunes	Peligrosos	2017	..
G-U: Servicios	(11): Lodos comunes	Peligrosos	2016	..
G-U: Servicios	(11): Lodos comunes	Peligrosos	2015	..
G-U: Servicios	(11): Lodos comunes	Total	2019	7.343,5
G-U: Servicios	(11): Lodos comunes	Total	2018	4.708,1
G-U: Servicios	(11): Lodos comunes	Total	2017	4.608,3
G-U: Servicios	(11): Lodos comunes	Total	2016	7.823,6
G-U: Servicios	(11): Lodos comunes	Total	2015	7.663,9
G-U: Servicios	(12-13): Minerales	No peligrosos	2019	82.768,0
G-U: Servicios	(12-13): Minerales	No peligrosos	2018	89.446,3
G-U: Servicios	(12-13): Minerales	No peligrosos	2017	92.296,9
G-U: Servicios	(12-13): Minerales	No peligrosos	2016	149.393,5
G-U: Servicios	(12-13): Minerales	No peligrosos	2015	144.525,2
G-U: Servicios	(12-13): Minerales	Peligrosos	2019	815,2
G-U: Servicios	(12-13): Minerales	Peligrosos	2018	1.946,6
G-U: Servicios	(12-13): Minerales	Peligrosos	2017	1.699,8
G-U: Servicios	(12-13): Minerales	Peligrosos	2016	2.847,1
G-U: Servicios	(12-13): Minerales	Peligrosos	2015	2.747,2
G-U: Servicios	(12-13): Minerales	Total	2019	83.583,2
G-U: Servicios	(12-13): Minerales	Total	2018	91.392,9
G-U: Servicios	(12-13): Minerales	Total	2017	93.996,7
G-U: Servicios	(12-13): Minerales	Total	2016	152.240,6
G-U: Servicios	(12-13): Minerales	Total	2015	147.272,4
G-U: Servicios	Resto: Otros	No peligrosos	2019	335.811,1
G-U: Servicios	Resto: Otros	No peligrosos	2018	305.252,0
G-U: Servicios	Resto: Otros	No peligrosos	2017	316.709,4
G-U: Servicios	Resto: Otros	No peligrosos	2016	351.214,1
G-U: Servicios	Resto: Otros	No peligrosos	2015	339.191,7
G-U: Servicios	Resto: Otros	Peligrosos	2019	27.428,2
G-U: Servicios	Resto: Otros	Peligrosos	2018	29.141,0
G-U: Servicios	Resto: Otros	Peligrosos	2017	28.180,0
G-U: Servicios	Resto: Otros	Peligrosos	2016	65.566,1
G-U: Servicios	Resto: Otros	Peligrosos	2015	62.591,6
G-U: Servicios	Resto: Otros	Total	2019	363.239,3
G-U: Servicios	Resto: Otros	Total	2018	334.393,0
G-U: Servicios	Resto: Otros	Total	2017	344.889,4
G-U: Servicios	Resto: Otros	Total	2016	416.780,2
G-U: Servicios	Resto: Otros	Total	2015	401.783,3
G-U: Servicios	Total, no peligrosos	No peligrosos	2019	5.220.745,1
G-U: Servicios	Total, no peligrosos	No peligrosos	2018	4.696.317,5
G-U: Servicios	Total, no peligrosos	No peligrosos	2017	4.623.942,4
G-U: Servicios	Total, no peligrosos	No peligrosos	2016	5.458.869,6
G-U: Servicios	Total, no peligrosos	No peligrosos	2015	5.250.097,7
G-U: Servicios	Total, no peligrosos	Peligrosos	2019	..
G-U: Servicios	Total, no peligrosos	Peligrosos	2018	..
G-U: Servicios	Total, no peligrosos	Peligrosos	2017	..
G-U: Servicios	Total, no peligrosos	Peligrosos	2016	..
G-U: Servicios	Total, no peligrosos	Peligrosos	2015	..
G-U: Servicios	Total, no peligrosos	Total	2019	5.220.745,1
G-U: Servicios	Total, no peligrosos	Total	2018	4.696.317,5
G-U: Servicios	Total, no peligrosos	Total	2017	4.623.942,4
G-U: Servicios	Total, no peligrosos	Total	2016	5.458.869,6
G-U: Servicios	Total, no peligrosos	Total	2015	5.250.097,7
G-U: Servicios	Total, peligrosos	No peligrosos	2019	..
G-U: Servicios	Total, peligrosos	No peligrosos	2018	..
G-U: Servicios	Total, peligrosos	No peligrosos	2017	..
G-U: Servicios	Total, peligrosos	No peligrosos	2016	..
G-U: Servicios	Total, peligrosos	No peligrosos	2015	..
G-U: Servicios	Total, peligrosos	Peligrosos	2019	1.276.068,1
G-U: Servicios	Total, peligrosos	Peligrosos	2018	1.272.404,7
G-U: Servicios	Total, peligrosos	Peligrosos	2017	1.074.085,4
G-U: Servicios	Total, peligrosos	Peligrosos	2016	1.120.084,4
G-U: Servicios	Total, peligrosos	Peligrosos	2015	1.240.208,0
G-U: Servicios	Total, peligrosos	Total	2019	1.276.068,1
G-U: Servicios	Total, peligrosos	Total	2018	1.272.404,7
G-U: Servicios	Total, peligrosos	Total	2017	1.074.085,4
G-U: Servicios	Total, peligrosos	Total	2016	1.120.084,4
G-U: Servicios	Total, peligrosos	Total	2015	1.240.208,0
G-U: Servicios	TOTAL	No peligrosos	2019	..
G-U: Servicios	TOTAL	No peligrosos	2018	..
G-U: Servicios	TOTAL	No peligrosos	2017	..
G-U: Servicios	TOTAL	No peligrosos	2016	..
G-U: Servicios	TOTAL	No peligrosos	2015	..
G-U: Servicios	TOTAL	Peligrosos	2019	..
G-U: Servicios	TOTAL	Peligrosos	2018	..
G-U: Servicios	TOTAL	Peligrosos	2017	..
G-U: Servicios	TOTAL	Peligrosos	2016	..
G-U: Servicios	TOTAL	Peligrosos	2015	..
G-U: Servicios	TOTAL	Total	2019	6.496.813,2
G-U: Servicios	TOTAL	Total	2018	5.968.722,2
G-U: Servicios	TOTAL	Total	2017	5.698.027,8
G-U: Servicios	TOTAL	Total	2016	6.578.954,0
G-U: Servicios	TOTAL	Total	2015	6.490.305,7
HH: Hogares	(01-03): Químicos	No peligrosos	2019	4.851,9
HH: Hogares	(01-03): Químicos	No peligrosos	2018	7.630,6
HH: Hogares	(01-03): Químicos	No peligrosos	2017	..
HH: Hogares	(01-03): Químicos	No peligrosos	2016	..
HH: Hogares	(01-03): Químicos	No peligrosos	2015	..
HH: Hogares	(01-03): Químicos	Peligrosos	2019	..
HH: Hogares	(01-03): Químicos	Peligrosos	2018	1.641,2
HH: Hogares	(01-03): Químicos	Peligrosos	2017	4.270,2
HH: Hogares	(01-03): Químicos	Peligrosos	2016	4.238,2
HH: Hogares	(01-03): Químicos	Peligrosos	2015	4.111,6
HH: Hogares	(01-03): Químicos	Total	2019	4.851,9
HH: Hogares	(01-03): Químicos	Total	2018	9.271,8
HH: Hogares	(01-03): Químicos	Total	2017	4.270,2
HH: Hogares	(01-03): Químicos	Total	2016	4.238,2
HH: Hogares	(01-03): Químicos	Total	2015	4.111,6
HH: Hogares	(06): Metálicos	No peligrosos	2019	21.887,5
HH: Hogares	(06): Metálicos	No peligrosos	2018	27.875,3
HH: Hogares	(06): Metálicos	No peligrosos	2017	20.939,9
HH: Hogares	(06): Metálicos	No peligrosos	2016	20.376,3
HH: Hogares	(06): Metálicos	No peligrosos	2015	22.430,2
HH: Hogares	(06): Metálicos	Peligrosos	2019	..
HH: Hogares	(06): Metálicos	Peligrosos	2018	..
HH: Hogares	(06): Metálicos	Peligrosos	2017	..
HH: Hogares	(06): Metálicos	Peligrosos	2016	..
HH: Hogares	(06): Metálicos	Peligrosos	2015	..
HH: Hogares	(06): Metálicos	Total	2019	21.887,5
HH: Hogares	(06): Metálicos	Total	2018	27.875,3
HH: Hogares	(06): Metálicos	Total	2017	20.939,9
HH: Hogares	(06): Metálicos	Total	2016	20.376,3
HH: Hogares	(06): Metálicos	Total	2015	22.430,2
HH: Hogares	(07.1): Vidrio	No peligrosos	2019	904.986,0
HH: Hogares	(07.1): Vidrio	No peligrosos	2018	834.763,7
HH: Hogares	(07.1): Vidrio	No peligrosos	2017	815.882,6
HH: Hogares	(07.1): Vidrio	No peligrosos	2016	797.927,9
HH: Hogares	(07.1): Vidrio	No peligrosos	2015	755.608,1
HH: Hogares	(07.1): Vidrio	Peligrosos	2019	..
HH: Hogares	(07.1): Vidrio	Peligrosos	2018	..
HH: Hogares	(07.1): Vidrio	Peligrosos	2017	..
HH: Hogares	(07.1): Vidrio	Peligrosos	2016	..
HH: Hogares	(07.1): Vidrio	Peligrosos	2015	..
HH: Hogares	(07.1): Vidrio	Total	2019	904.986,0
HH: Hogares	(07.1): Vidrio	Total	2018	834.763,7
HH: Hogares	(07.1): Vidrio	Total	2017	815.882,6
HH: Hogares	(07.1): Vidrio	Total	2016	797.927,9
HH: Hogares	(07.1): Vidrio	Total	2015	755.608,1
HH: Hogares	(07.2): Papel y Cartón	No peligrosos	2019	1.287.417,7
HH: Hogares	(07.2): Papel y Cartón	No peligrosos	2018	1.067.384,5
HH: Hogares	(07.2): Papel y Cartón	No peligrosos	2017	1.061.379,7
HH: Hogares	(07.2): Papel y Cartón	No peligrosos	2016	1.021.166,2
HH: Hogares	(07.2): Papel y Cartón	No peligrosos	2015	1.008.958,6
HH: Hogares	(07.2): Papel y Cartón	Peligrosos	2019	..
HH: Hogares	(07.2): Papel y Cartón	Peligrosos	2018	..
HH: Hogares	(07.2): Papel y Cartón	Peligrosos	2017	..
HH: Hogares	(07.2): Papel y Cartón	Peligrosos	2016	..
HH: Hogares	(07.2): Papel y Cartón	Peligrosos	2015	..
HH: Hogares	(07.2): Papel y Cartón	Total	2019	1.287.417,7
HH: Hogares	(07.2): Papel y Cartón	Total	2018	1.067.384,5
HH: Hogares	(07.2): Papel y Cartón	Total	2017	1.061.379,7
HH: Hogares	(07.2): Papel y Cartón	Total	2016	1.021.166,2
HH: Hogares	(07.2): Papel y Cartón	Total	2015	1.008.958,6
HH: Hogares	(07.4): Plásticos	No peligrosos	2019	39.506,5
HH: Hogares	(07.4): Plásticos	No peligrosos	2018	24.050,4
HH: Hogares	(07.4): Plásticos	No peligrosos	2017	24.571,2
HH: Hogares	(07.4): Plásticos	No peligrosos	2016	25.119,1
HH: Hogares	(07.4): Plásticos	No peligrosos	2015	39.453,0
HH: Hogares	(07.4): Plásticos	Peligrosos	2019	..
HH: Hogares	(07.4): Plásticos	Peligrosos	2018	..
HH: Hogares	(07.4): Plásticos	Peligrosos	2017	..
HH: Hogares	(07.4): Plásticos	Peligrosos	2016	..
HH: Hogares	(07.4): Plásticos	Peligrosos	2015	..
HH: Hogares	(07.4): Plásticos	Total	2019	39.506,5
HH: Hogares	(07.4): Plásticos	Total	2018	24.050,4
HH: Hogares	(07.4): Plásticos	Total	2017	24.571,2
HH: Hogares	(07.4): Plásticos	Total	2016	25.119,1
HH: Hogares	(07.4): Plásticos	Total	2015	39.453,0
HH: Hogares	(07.5): Madera	No peligrosos	2019	139.473,2
HH: Hogares	(07.5): Madera	No peligrosos	2018	136.153,2
HH: Hogares	(07.5): Madera	No peligrosos	2017	189.733,4
HH: Hogares	(07.5): Madera	No peligrosos	2016	95.080,7
HH: Hogares	(07.5): Madera	No peligrosos	2015	87.764,9
HH: Hogares	(07.5): Madera	Peligrosos	2019	..
HH: Hogares	(07.5): Madera	Peligrosos	2018	..
HH: Hogares	(07.5): Madera	Peligrosos	2017	..
HH: Hogares	(07.5): Madera	Peligrosos	2016	..
HH: Hogares	(07.5): Madera	Peligrosos	2015	..
HH: Hogares	(07.5): Madera	Total	2019	139.473,2
HH: Hogares	(07.5): Madera	Total	2018	136.153,2
HH: Hogares	(07.5): Madera	Total	2017	189.733,4
HH: Hogares	(07.5): Madera	Total	2016	95.080,7
HH: Hogares	(07.5): Madera	Total	2015	87.764,9
HH: Hogares	(08): Equipos desechados	No peligrosos	2019	29.299,2
HH: Hogares	(08): Equipos desechados	No peligrosos	2018	32.184,2
HH: Hogares	(08): Equipos desechados	No peligrosos	2017	30.977,7
HH: Hogares	(08): Equipos desechados	No peligrosos	2016	26.798,0
HH: Hogares	(08): Equipos desechados	No peligrosos	2015	28.480,5
HH: Hogares	(08): Equipos desechados	Peligrosos	2019	33.267,6
HH: Hogares	(08): Equipos desechados	Peligrosos	2018	28.439,1
HH: Hogares	(08): Equipos desechados	Peligrosos	2017	25.401,8
HH: Hogares	(08): Equipos desechados	Peligrosos	2016	21.191,3
HH: Hogares	(08): Equipos desechados	Peligrosos	2015	32.816,9
HH: Hogares	(08): Equipos desechados	Total	2019	62.566,8
HH: Hogares	(08): Equipos desechados	Total	2018	60.623,3
HH: Hogares	(08): Equipos desechados	Total	2017	56.379,5
HH: Hogares	(08): Equipos desechados	Total	2016	47.989,3
HH: Hogares	(08): Equipos desechados	Total	2015	61.297,4
HH: Hogares	(09): Animales y vegetales	No peligrosos	2019	1.168.659,1
HH: Hogares	(09): Animales y vegetales	No peligrosos	2018	1.010.016,4
HH: Hogares	(09): Animales y vegetales	No peligrosos	2017	876.821,9
HH: Hogares	(09): Animales y vegetales	No peligrosos	2016	835.703,0
HH: Hogares	(09): Animales y vegetales	No peligrosos	2015	787.421,4
HH: Hogares	(09): Animales y vegetales	Peligrosos	2019	..
HH: Hogares	(09): Animales y vegetales	Peligrosos	2018	..
HH: Hogares	(09): Animales y vegetales	Peligrosos	2017	..
HH: Hogares	(09): Animales y vegetales	Peligrosos	2016	..
HH: Hogares	(09): Animales y vegetales	Peligrosos	2015	..
HH: Hogares	(09): Animales y vegetales	Total	2019	1.168.659,1
HH: Hogares	(09): Animales y vegetales	Total	2018	1.010.016,4
HH: Hogares	(09): Animales y vegetales	Total	2017	876.821,9
HH: Hogares	(09): Animales y vegetales	Total	2016	835.703,0
HH: Hogares	(09): Animales y vegetales	Total	2015	787.421,4
HH: Hogares	(10): Residuos mezclados	No peligrosos	2019	18.592.745,3
HH: Hogares	(10): Residuos mezclados	No peligrosos	2018	19.016.230,9
HH: Hogares	(10): Residuos mezclados	No peligrosos	2017	18.986.834,9
HH: Hogares	(10): Residuos mezclados	No peligrosos	2016	18.750.797,1
HH: Hogares	(10): Residuos mezclados	No peligrosos	2015	17.753.292,1
HH: Hogares	(10): Residuos mezclados	Peligrosos	2019	..
HH: Hogares	(10): Residuos mezclados	Peligrosos	2018	..
HH: Hogares	(10): Residuos mezclados	Peligrosos	2017	..
HH: Hogares	(10): Residuos mezclados	Peligrosos	2016	..
HH: Hogares	(10): Residuos mezclados	Peligrosos	2015	..
HH: Hogares	(10): Residuos mezclados	Total	2019	18.592.745,3
HH: Hogares	(10): Residuos mezclados	Total	2018	19.016.230,9
HH: Hogares	(10): Residuos mezclados	Total	2017	18.986.834,9
HH: Hogares	(10): Residuos mezclados	Total	2016	18.750.797,1
HH: Hogares	(10): Residuos mezclados	Total	2015	17.753.292,1
HH: Hogares	(11): Lodos comunes	No peligrosos	2019	..
HH: Hogares	(11): Lodos comunes	No peligrosos	2018	..
HH: Hogares	(11): Lodos comunes	No peligrosos	2017	..
HH: Hogares	(11): Lodos comunes	No peligrosos	2016	..
HH: Hogares	(11): Lodos comunes	No peligrosos	2015	..
HH: Hogares	(11): Lodos comunes	Peligrosos	2019	..
HH: Hogares	(11): Lodos comunes	Peligrosos	2018	..
HH: Hogares	(11): Lodos comunes	Peligrosos	2017	..
HH: Hogares	(11): Lodos comunes	Peligrosos	2016	..
HH: Hogares	(11): Lodos comunes	Peligrosos	2015	..
HH: Hogares	(11): Lodos comunes	Total	2019	..
HH: Hogares	(11): Lodos comunes	Total	2018	..
HH: Hogares	(11): Lodos comunes	Total	2017	..
HH: Hogares	(11): Lodos comunes	Total	2016	..
HH: Hogares	(11): Lodos comunes	Total	2015	..
HH: Hogares	(12-13): Minerales	No peligrosos	2019	521.572,2
HH: Hogares	(12-13): Minerales	No peligrosos	2018	472.548,3
HH: Hogares	(12-13): Minerales	No peligrosos	2017	495.597,4
HH: Hogares	(12-13): Minerales	No peligrosos	2016	295.080,1
HH: Hogares	(12-13): Minerales	No peligrosos	2015	429.528,3
HH: Hogares	(12-13): Minerales	Peligrosos	2019	..
HH: Hogares	(12-13): Minerales	Peligrosos	2018	..
HH: Hogares	(12-13): Minerales	Peligrosos	2017	..
HH: Hogares	(12-13): Minerales	Peligrosos	2016	61,5
HH: Hogares	(12-13): Minerales	Peligrosos	2015	724,6
HH: Hogares	(12-13): Minerales	Total	2019	521.572,2
HH: Hogares	(12-13): Minerales	Total	2018	472.548,3
HH: Hogares	(12-13): Minerales	Total	2017	495.597,4
HH: Hogares	(12-13): Minerales	Total	2016	295.141,6
HH: Hogares	(12-13): Minerales	Total	2015	430.252,9
HH: Hogares	Resto: Otros	No peligrosos	2019	47.257,9
HH: Hogares	Resto: Otros	No peligrosos	2018	40.344,4
HH: Hogares	Resto: Otros	No peligrosos	2017	39.234,9
HH: Hogares	Resto: Otros	No peligrosos	2016	34.615,6
HH: Hogares	Resto: Otros	No peligrosos	2015	40.766,8
HH: Hogares	Resto: Otros	Peligrosos	2019	..
HH: Hogares	Resto: Otros	Peligrosos	2018	..
HH: Hogares	Resto: Otros	Peligrosos	2017	..
HH: Hogares	Resto: Otros	Peligrosos	2016	..
HH: Hogares	Resto: Otros	Peligrosos	2015	..
HH: Hogares	Resto: Otros	Total	2019	47.257,9
HH: Hogares	Resto: Otros	Total	2018	40.344,4
HH: Hogares	Resto: Otros	Total	2017	39.234,9
HH: Hogares	Resto: Otros	Total	2016	34.615,6
HH: Hogares	Resto: Otros	Total	2015	40.766,8
HH: Hogares	Total, no peligrosos	No peligrosos	2019	22.757.656,5
HH: Hogares	Total, no peligrosos	No peligrosos	2018	22.669.181,9
HH: Hogares	Total, no peligrosos	No peligrosos	2017	22.541.973,6
HH: Hogares	Total, no peligrosos	No peligrosos	2016	21.902.664,0
HH: Hogares	Total, no peligrosos	No peligrosos	2015	20.953.703,9
HH: Hogares	Total, no peligrosos	Peligrosos	2019	..
HH: Hogares	Total, no peligrosos	Peligrosos	2018	..
HH: Hogares	Total, no peligrosos	Peligrosos	2017	..
HH: Hogares	Total, no peligrosos	Peligrosos	2016	..
HH: Hogares	Total, no peligrosos	Peligrosos	2015	..
HH: Hogares	Total, no peligrosos	Total	2019	22.757.656,5
HH: Hogares	Total, no peligrosos	Total	2018	22.669.181,9
HH: Hogares	Total, no peligrosos	Total	2017	22.541.973,6
HH: Hogares	Total, no peligrosos	Total	2016	21.902.664,0
HH: Hogares	Total, no peligrosos	Total	2015	20.953.703,9
HH: Hogares	Total, peligrosos	No peligrosos	2019	..
HH: Hogares	Total, peligrosos	No peligrosos	2018	..
HH: Hogares	Total, peligrosos	No peligrosos	2017	..
HH: Hogares	Total, peligrosos	No peligrosos	2016	..
HH: Hogares	Total, peligrosos	No peligrosos	2015	..
HH: Hogares	Total, peligrosos	Peligrosos	2019	33.267,6
HH: Hogares	Total, peligrosos	Peligrosos	2018	30.080,3
HH: Hogares	Total, peligrosos	Peligrosos	2017	29.672,0
HH: Hogares	Total, peligrosos	Peligrosos	2016	25.491,0
HH: Hogares	Total, peligrosos	Peligrosos	2015	37.653,1
HH: Hogares	Total, peligrosos	Total	2019	33.267,6
HH: Hogares	Total, peligrosos	Total	2018	30.080,3
HH: Hogares	Total, peligrosos	Total	2017	29.672,0
HH: Hogares	Total, peligrosos	Total	2016	25.491,0
HH: Hogares	Total, peligrosos	Total	2015	37.653,1
HH: Hogares	TOTAL	No peligrosos	2019	..
HH: Hogares	TOTAL	No peligrosos	2018	..
HH: Hogares	TOTAL	No peligrosos	2017	..
HH: Hogares	TOTAL	No peligrosos	2016	..
HH: Hogares	TOTAL	No peligrosos	2015	..
HH: Hogares	TOTAL	Peligrosos	2019	..
HH: Hogares	TOTAL	Peligrosos	2018	..
HH: Hogares	TOTAL	Peligrosos	2017	..
HH: Hogares	TOTAL	Peligrosos	2016	..
HH: Hogares	TOTAL	Peligrosos	2015	..
HH: Hogares	TOTAL	Total	2019	22.790.924,1
HH: Hogares	TOTAL	Total	2018	22.699.262,2
HH: Hogares	TOTAL	Total	2017	22.571.645,6
HH: Hogares	TOTAL	Total	2016	21.928.155,0
HH: Hogares	TOTAL	Total	2015	20.991.357,0
Total generación	(01-03): Químicos	No peligrosos	2019	987.520,0
Total generación	(01-03): Químicos	No peligrosos	2018	981.410,6
Total generación	(01-03): Químicos	No peligrosos	2017	925.102,3
Total generación	(01-03): Químicos	No peligrosos	2016	988.147,2
Total generación	(01-03): Químicos	No peligrosos	2015	1.058.948,9
Total generación	(01-03): Químicos	Peligrosos	2019	1.374.551,3
Total generación	(01-03): Químicos	Peligrosos	2018	1.343.617,2
Total generación	(01-03): Químicos	Peligrosos	2017	1.511.669,0
Total generación	(01-03): Químicos	Peligrosos	2016	1.474.364,8
