"Variable1	Valor1	Variable2	Valor2	Variable3	Valor3	Variable4	Valor4	Variable5	Valor5	PERIODO	VALOR"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	13,0"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	15,3"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	13,9"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	19,2"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	13,2"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	16,1"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	14,7"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	14,6"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	13,8"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	13,1"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	27,9"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	24,4"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	28,1"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	27,6"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	27,5"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	30,3"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	30,0"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	29,0"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	26,6"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	24,4"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	25,6"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	22,9"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	22,9"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	22,1"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	16,5"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	18,2"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	16,2"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	15,3"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	16,6"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	14,4"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	15,0"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	13,4"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	14,2"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	15,1"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	14,2"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	14,4"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	16,2"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	16,6"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	14,5"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	13,4"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	11,7"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	14,0"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	14,1"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	16,4"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	15,9"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	17,0"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	14,9"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	14,0"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	13,6"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	16,8"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	14,7"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	15,0"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2021	24,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2020	22,8"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2019	27,0"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2018	30,2"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2017	29,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2016	28,4"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2015	27,4"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2014	27,4"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2013	24,2"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2012	25,6"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2011	24,1"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2010	22,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2009	19,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2008	20,6"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2021	19,6"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2020	17,1"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2019	17,9"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2018	16,8"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2017	18,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2016	20,9"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2015	19,6"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2014	20,8"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2013	21,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2012	20,3"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2011	18,0"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2010	17,4"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2009	16,4"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2008	16,6"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2021	21,7"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2020	20,8"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2019	19,9"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2018	19,8"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2017	21,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2016	21,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2015	21,1"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2014	23,0"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2013	20,9"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2012	22,1"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2011	19,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2010	18,2"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2009	19,5"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2008	18,2"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2021	16,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2020	16,0"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2019	17,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2018	19,0"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2017	18,8"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2016	18,6"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2015	18,7"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2014	17,7"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2013	16,1"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2012	16,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2011	14,8"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2010	14,6"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2009	13,2"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2008	12,2"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2021	16,7"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2020	17,0"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2019	16,5"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2018	17,1"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2017	17,5"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2016	18,2"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2015	16,9"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2014	17,0"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2013	15,6"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2012	14,1"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2011	13,3"
